text_data,topic
took this product for years and now this. it's possible it is something going on with my body but this product now gives me severe diarrhea.  i've been taking it daily since around 2003 and loved it.  i have tried it off and on this past month but it gives me the same results.  will be throwing it away.,Allergic
broken bottle.. came broken....the bottom was completely shattered.,Packaging
dose it work. no sure if it’s works don’t see any change,Not Effective
"chemical smell!! it isn’t the container, it’s the pills!. to those that have been complaining about the smell, i also noticed a strong chemical smell when i opened the package. it was really disturbing so i transferred the pills to a different container to see if that would help. the next day i happen to still have the plastic container they came in and smelled it, no smell at all. it’s the pills that smell like that. i assume it’s the “stable shelf life” capsules. either way, i didn’t consume them, it’s very questionable!",Smells Bad
"high potency cla doesn't work for me. i ordered the regular cla elite 1300mg which i take daily before going to travel early 2018 for a couple of weeks and the vacation messed up my exercising routine. i started taking the pills again this feb 2019 and normally i only take 1 pill a day and it was sufficient in suppressing my hunger and boosted my energy. i was losing weight and getting more toned. i started running out late march and i wanted to try the cla high potency out after reading the reviews but unfortunately not only did it made me hungrier, it didn't really boost my energy for some reason. so i decided i would take 2 pills instead of just 1 pill a day with the cla high potency and it increased my energy but it still couldn't suppress my hunger. i was thinking maybe it increased my energy because i was taking double the regular dose and so it made me more energized? i wasn't sure, but after taking the pills for 2 weeks straight, my body hasn't lost any weight and i stop getting toner because even though i was increasing the intensity of my cardio, i just couldn't suppress my hunger. unfortunately, i have to conclude that these ""high potency cla"" doesn't work and i will try to exchange it back to the regular elite cla. everybody's metabolism is different, maybe it didn't work for me, but it might work for other people.",Shipment and delivery
"they were okay. i can’t swallow pills, so i use chewable multis. my go-to is the smarty pants brand adult multi. they’re kind of expensive - but great quality. you get what you pay for. i wanted to try these because... why not... they’re a bit easier on the wallet and are comparable.taste was okay. a little weird, but not an issue. i imagine they did their job... filling gaps in my diet (always prefer real food, but nobody’s perfect). i ended up going back to smarty pants as i just like them better.",Texture
expired gummies. they were expired...,Expiry
"lame flavor, doesn’t mix with liquid. i’ve tried tons of protein powders and this one is one of the worst.  there are much better tasting chocolate ones out there, but what really stands out is how poorly this one mixes with water.  it pretty much accumulated into a big clump of protein and barely even mixes in. i wonder what kind of people work for this company that tested it and decided that it wasn't important for their product to properly mix with liquid.  in the plus side, it’s not disgusting and nutritionally it is one of the better powders in terms of low calories, fat, and sugar while offering a good amount of protein.",Bad Taste/Flavor
not bad. compares to other hot chocolate k cups. wish it had some milk in its formula,Quality/Contaminated
horrible side effects. made my blood sugar drop feel very jittery and have cold sweats. i felt like i was about to pass out and horrible headache.,Allergic
"product arrived hot!. says it ships cold and guaranteed alived.... nope! mine arrive hot, even the powder was hot to the touch. and the seller doesn’t allow returns. just spent $25 on nothing! do not buy on ""x brand""!!",Customer Service
expire. received order that expire in 2 weeks,Expiry
"not a good monster replacement. i was excited to find a possible replacement for expensive monster drinks.  here are my findings after one case (solimno red).1) cans are weak, very cheap packaging. on day 1, as i pulled off the plastic wrap, one of the cans popped a pin hole and sprayed my entire office before i could get a trash can over it.  down to 23 cans on the first day. savings are now very minimal. (it stains)  do not knock these cans around. very thin can walls and crappy opener tabs.2) flavor is not good at all.  the various calorie free monster drinks have sharp and clean flavors with no after taste.  the solimo red tastes like artificial sweetener, and it leaves a long lasting after taste that is unpleasant.3) price is good.  basically 32 ounces for free compared to monster purple.4) the decision maker for me was the caffeine effect.  monster cans spread the energy rise/rush out over two hours.  solimno red hits you hard all at once and burns down quickly.  caffeine flush is guaranteed if you drink one fast.  for people who use a monster to manage shift work disorder, this is not for you. slow sipping a monster over an hour will be way more effective, leaving you less jittery.i will not be purchasing this again.  spend the extra $4 for a monster purple or orange.",Bad Taste/Flavor
"huge - weird taste - contain lead. i was extremely happy to find vegan women's multivitamins that are affordable. the tablets are huge, i take tablets all the time but have difficulty in swallowing these every day. it doesn't help that they taste really weird and you are in a hurry to swallow them from the min you put them in your mouth. i came back to read the reviews and realized that these tablets also contain lead.  not happy!",Ingredients
not a fan of the taste or texture. i am a big fan of garden of life products. not a fan of this one. weird taste and texture.,Color and texture
"i didn't notice any difference.. i used this product on a daily/regular basis and didn't notice any difference from when i wasn't using it.  your results may be different, but i felt no different.",Not Effective
"effective but risky. you can tell it works because you'll get a burst of energy from no where. but it could be potentially dangerous for the weak hearted. the pill will have you jittery in movement at first, then feel a slight numbness. the pill is big af so you can feel it in your throat a bit and taste some of it. i stopped taking it for a while and when i just now started again, i've had troubles sleeping at night because i'm so energized still. be careful with these.",Allergic
not effective to me. did not notice any difference before and after,Not Effective
"oh no.. i find these to be quite nasty. they very soft, mushy texture, overly sweet. if i wanted candy, i would have bought candy. i opt for gummies because the tablets are often too large for me to swallow and make me feel more nauseous than i already do. but these are  not what i had in mind and i’ll probably switch back to vitafusion naturals.",Allergic
"never received. ordered on may 1st and still have not received. tracking does not show any details. no email from seller, nothing. will not order from this seller again.",Shipment and delivery
did not work for me. tried for a month. i gained 2 lbs. did not work for me.,Not Effective
"missing vitamin d3. this is missing one very important vitamin - d3. according to the latest research, vitamin d deficiency is extremely common in the united states and, in my opinions, a multivitamin is severely lacking if it is not in the supplement.if this product had d3, i would put it on my subscribe & save plan because it’s a good supplement at a reasonable price but i’d have to buy a second supplement to make up for this one’s deficiency so it’s not worth the money.",Packaging
"don't  play  with  your health. dear friendsi want tell you about my experience. i was taking  cla 1250  about 40 - 50 days. after taking  them i used to fell  a little  heartburn, but unfortunately  didn't  pay attention  to this. after about  two months i didn't  feel myself  well,  it didn't  matter  what i was eating, after  eatin i felt terrible, so terrible  heartburn, it was killing me. i understood  that i damaged  my stomach. i thoughtthat cla 1250 would  help me to  burn under skin  fat. i played  with my health,  and at last i destroyed  my body.  when  i visited  the doc, he told  me that i have to swallow the probe ( the probe is long tube with camera, the doctor checks your body from inside . look the picture  #3). i had never swallow the things  like this, trust  me it was hell, if knew what was that , i would  run away.  so after the probe, the doc told me that first of all i  have  to give away sport, and of course  i have  to keep the strong  diet and at last  must  to take a lot of medicine. he told  me : ""don't  think  that you have little  problem, it can be became a stomach  cancer"".  if you  don't  believe  in  me , you can search  all the medicines that i have uploaded, and read about  them, all of them are for stomach.  it is 4th month that i am taking this  medicines but still  don't  fell myself  well, i am still  on the strong  diet and unfortunately  can't  do sports.  my advice  for you  don't  play  with your  body and don't  do experiments with yourself. don't  take  any medicine without  doctors.",Allergic
"picky eater i’m sure there are more of you. the texture was awful, i like gummy bear texture but that was gooey and not the most delicious thing i’ve tasted. probably a great product i just can’t down the sucker.",Color and texture
"large pill. very large pill and didnt feel like it helped,",Too big to swallow
"too darn big. i know this has been stated before in other reviews but it bears repeating ... these pills are just too darn big!  plus you have to take two (2) to get the 1500 mg’s stayed on the bottle so double zing here.  i generally like the now brand of supplements, but when the manufacturer makes these extra large tablets (read “hard pill”) that are scary to try and swallow, what’s the point?  who doesn’t hate that horrible feeling of getting a large tablet stuck halfway down and then having to wait for it to semi dissolve.  yuck, and sometimes painful.",Texture
upset stomach. didn't taste great used it for almost 2 weeks but caused diarrhea almost the whole time i couldn't do it anymore had to throw it away. i couldn't figure out why i had such an upset stomach until i stopped taking them.,Allergic
left a bad diaper rash on our baby. gave our daughter a terrible diaper rash.,Quality/Contaminated
"not my favorite protein. i was looking for a protein powder without sucralose that didn't have lots of carbs too. this one definitely meets my macro requirement, but i'm not crazy about the taste. i believe it's just the stevia, it leaves a weird aftertaste to me. it wasn't horrible enough to return but i probably wouldn't buy it again. after using it for several weeks i believe it's having a bad effect on my bowels.",Bad Taste/Flavor
maybe i received a bad batch?. the pills were all stuck together in one big clump.  it couldn't even get them out of the bottle.  total waste of money.,Texture
"container broken upon arrival. salt everywhere.. the container wasn't packaged well enough to survive the trip. there was a good amount of salt covering the rest of the order, but luckily it wasn't liquid so the rest were easily cleaned.",Packaging
"ingredients ...all. i researched, prior to purchase....other ingredients: isolate protein & peptide blend (whey peptides, whey protein isolate, whey protein isolate 97%), whey protein concentrate, cocoa [processed with alkali], natural and artificial flavors, soy or sunflower lecithin, gum blend (cellulose gum, xanthan gum, carrageenan), enzyplex (papain, amylase), salt, ...declined to buy.",Bad Taste/Flavor
sticky stuff.. didn’t really appreciate the things sticking together.,Texture
"tastes gross, weird to squirt oil but better than fish oil. better than fish oil, but “vanilla” is a stretch! ew! thankfully, i also picked up spray b 12, doing a one-two spray is palatable",Texture
do not buy this gummies. found a black object inside a gummy. will not buy this brand anymore.,Customer Service
"may not be the flavors that you love. the flavors were just awful and they came stuck together in the jar. unfortunately i wasn't able to return it or i would have. very disappointed, it was a surprise for my husband",Bad Taste/Flavor
does not work. does not work,Not Effective
"mold/brown spots. poor quality, i would have no problem taking these pills with brown spots if the brand did not shy away from contaminated batches and just explained what is turning brown and if it is safe to use.",Quality/Contaminated
"not received. i did not receive the product, i had no explanation or tracking code",Shipment and delivery
"does not mix well with water!. i have used this product before with no problem.  however, this may be a bad batch but it was pulverized to dust.  so if you try to mix with water it forms clumps.  if you try mashing the clumps they stick to the  glass.  after thorough mixing and mashing about 20% remain as clumps.  drinking this is pretty nasty with all the clumps.  it also appears to be not as effective then a coarser product that mixes well.  i will be looking for another brand.",Not Effective
horrible waste of money.. super easy these don’t work and definitely doesn’t give you energy. i’ll stick with gnc instead.,Not Effective
not too bad. the flavor of these is not too bad but i probably won't purchase them again.,Bad Taste/Flavor
"best to buy in store. box was damaged, baking powder was spilled in the box over my other items... it took some time to clean up. i suggest buying this from the store rather than online",Packaging
"better off saving your money. these didn’t work at all, and we were on a strict keto diet. i think these stalled the weight loss because we lost weight before we started taking them and once we stopped",Shipment and delivery
wrong item delivered. very disappointed!!! the lavender was not the nside the box. you sent me someone else’ item. i did not order cnd vinylux long wear topcoat- i ordered lavender essential oil,Wrong Product received
"nasty texture but get the job done.. i think it’s important to first say, these vitamins do their job. which is arguably the most important part of a review. however, the flavor, and moreover, the texture is not great. i really wish they weren’t so soft. it makes them hard to chew and as a pregnant woman with super gag reflexes, things that get stuck on your teeth do not help. this is the third type of gummie prenatal i’ve taken and by far my least favorite. two stars for texture/flavor. price point should have informed me they might be a little icky. no one to blame but myself!",Texture
tastes like hot garbage. tasted disgusting.,Bad Taste/Flavor
"misleading description. the description clearly states cherry flavor. however we get the blackberry flavor that also has a weird texture. be careful ordering, you may not get what you want or what was advertised",False Advertisement
weird smell.. this stuff has the strangest smell to it. i’m dreading suffering through 5.5 more bottles.,Texture
tastes terrible!. the taste of the protein drink was absolutely terrible! tasted like dirt. when i poured out the remaining mixture from my cup i noticed it having a strange green-brown color. horrible stuff. i definitely don't recommend it.,Bad Taste/Flavor
"pretty disappointed.. i wanted these to work well. every single diaper left the inner absorbency pieces all over her butt. which irritated her skin. and because i assume the diapers had a hole somewhere, they leaked.",Allergic
dianne r. this product left many seeds ungerminated. not happy at all. will not order it again.,Customer Service
"beware of bad side effects!. gave me  horrific nightmares. also caused me to wake up suddenly with pounding heart and confusion.  tried them four times, each time had the same result. threw them away.",Allergic
"there is no seal. the jars are not sealed, the product feels like jello, it's hard to get them on your fingers to take out of the jar, you have to dig, like a putty. it's too dry, not used to a moisturizer with this consistency, it needs to feel like a lotion in my opinion. it's like a hardened oil or lard or butter. i don't like it. i was excited because this is fragrance free, but the consistency makes not want to use it at all.",Packaging
"broken safety seal !. i am disappointed that the seal , which is the most important part of any purchase specially on a supplement is broken . i thought i would be happy to have found them and cannot complain about the price considering its a huge bottle. please do not compromise the quality and affordability of your product.",Too big to swallow
awful. these are horrible tasting. i actually threw the bottle away.,Bad Taste/Flavor
"taste has changed recently - not as good as before!. i have been buying this same products for several years and the last one i received the taste had changed. i returned it as i thought it was a one off bad shipment, but the replacement tasted the same way. has the manufacturer changed the recipe? we have yet to receive a response.",Quality/Contaminated
"ripped apart my stomach. these absolutely destroyed my stomach.  i experienced nausea, upset stomach, diarrhea, and super fast (i.e. unsustainable) weight loss soon after starting them.  thinking that something else must be wrong and more omega-3s might help, i upped my dose while waiting for an appointment with my doctor.  bad idea - i ended up getting diagnosed with an ulcer.  my doctor told me to stop taking the fish oil immediately, upon which i started experiencing an improvement in symptoms.  definitely be aware - especially if you are prone to stomach issues!!!",Allergic
"what's up with the shipping?. i haven't tried the product yet as so flabergasted by the packaging: a large box (17 x 11 x 8') came with an equally large styrofoam cooler (which can not be recycled), then an ice pack and the small, one jar of fiber gummies inside.  i won't let my laziness to get to a store 3 miles away stop me again.  i hope ""x brand"" and packaging companies look at their overpacking.  i doubt this was really a perishable product nor that it needed this huge of packaging for its size plastic bottle.",Too big to swallow
"bad reaction. i only took this one time. i got severely fatigued, and red in the face flushed for hours. i'm assuming an allergic reaction to something.",Quality/Contaminated
made me sick. not good this make me sick can’t take it. i like to return this product.,Quality/Contaminated
"weird taste. these have a strong, off-putting taste.",Bad Taste/Flavor
"poor packaging, quality product.. i’m sure the product that i received will work fine. but the packaging was horrible! there was no packing material at all!! the bottle was busted open & leaked out all over inside the box.i would normally return it, but i can’t wait 2 more days to make my soap.",Packaging
nausea dizziness horrible headaches. this product caused extreme nausea. i was vomiting and dizzy until i was treated for what the dr thought was vertigo. it wasnt it was clear muscle.,Allergic
"do not buy. one of the worst sellers on ""x brand"". i did not receive the product but showed as delivered on ""x brand"". the customer service is also bad and they are refusing to refund. it has been about 2 weeks since i raised a request and the customer service dont seem to care. kindly do not buy this product. there are better products on ""x brand"" which has guaranteed delivery.",Shipment and delivery
"tasty but no impact on workout. the flavor is great, its nice to change up my pre-workout powder every once in a while. but as for the claims it makes about giving me a much needed boost to my workout, nope, did not happen. i work out about 4-5 times a week and use a pre-workout drink about 3 times. i gave this drink a try for a couple of weeks and honestly there was no real impact to me or my workout. it tasted great, in fact i use it now to curb that sweet tooth i have without resorting to soda. its not a total loss since it has a purpose for me but i think this is better suited for beginners to these kinds of drinks.",Bad Taste/Flavor
"owned by nestle' now  =(. the flavor of these bars is actually very good. i do like them, but will no longer be buying them due to the purchase of the company by nestle'.i had no idea nestle' had bought garden of life until today. they bought gol back around the end of 2017 or beginning of 2018. i had five gol items on my subscribe & save list but will now be cancelling all of them and finding other options. boycott nestle'! vote with your wallet",Bad Taste/Flavor
"tastes like a fisherman’s jockstrap. holy hell these things are foul!! seriously, the most disgusting thing i have ever tasted and i once accidentally tasted the inside of a glow stick.distinct fishy smell and taste, i’ve managed to stomach 4 days so far but i think it’s the end of the line for these abominations. do yourself a favor and go for a brand that has a less offensive taste and smell.",Bad Taste/Flavor
disappointed. i ordered the size 4 diapers and had no issue with them they were nicely priced and did what was needed of them. the baby grew and i ordered the size 5 and they are not at all the same quality.  we have more leakage and many of the size 5 diapers just fall apart and leak the lining material out. we will not buy these diapers again.,Customer Service
"chew for long time. ding, really chewy.  taste good.  really chewy.  ding, best by july, 2019, three months away, sigh.  really chewy.i remember costco lost a huge amount (two full pallets just at my local store) of the power-c brand because they melted together.  these are not gonna stick together.  i just don't know if they're really chewy to prevent the stickies, or they're chewy due to being stale...",Too big to swallow
"weird taste and pink not purple like an elderberry.. unlike the other reviews that were written by the company or friends of the company...i'm an actual consumer!  i cant get over the taste.  if taken by itself it burns the throat.  mixed with water or seltzer water an awful odor is produced and the water is pink (not purple like actual elderberries and other brands of syrup.)  i'm not saying it isn't elderberry, but compared to other brands it seems watered down and has a chemical/preservative taste.  i was going to give this 2 stars because of the great price, but if it tastes this bad...1 star.  guess we will stick with sambucus even if it is more $.",Bad Taste/Flavor
makes you sick. this product makes me feel nauseous and weak whenever i drink it. waste of money.,Allergic
"not good for me. makes me feel nauseous. not sure what ingredient is causing it, but this protein makes me feel nauseous and bloated. i used a different brand in the past (nutrab****) but got tired of the flavor and it seems they also changed the formula, so i switched to this one. it’s not for me but a lot of people seem to like it, so i’ll just keep looking (i did like how well it blends though. kudos for that!)",Allergic
"ordered lanolin but received a white base ball cap instead. i just had to reorder the item because ""x brand"" fulfillment sent me a hat instead. it wasn't now food solutions fault. somebody in fulfillment  just pulled the wrong item and didn't check it",Wrong Product received
"they’re gross.. the taste is awful. i thought it would be similar to the lenny’s cookies, but this was terrible.",Bad Taste/Flavor
"they have no coating and i cant swallow them.. the brand is usually reliable. but this zinc gets stuck in my throat, or disintegrates in my mouth.very bad.",Texture
"arrived in one solid clump and discolored. the vitamins arrived all stuck together. they are quite discolored, but i pry them apart and use them. i question why they are one huge clump(could be they were left in the heat), but the flavor is okay.",Too big to swallow
the bottle exploded open with a loud bang. the bottle exploded open with a loud bang. i fear bacterial contamination and can't use the vitamins. waste of money. used to like them but won't buy them again.,Quality/Contaminated
"chew for long time. ding, really chewy.  taste good.  really chewy.  ding, best by july, 2019, three months away, sigh.  really chewy.i remember costco lost a huge amount (two full pallets just at my local store) of the power-c brand because they melted together.  these are not gonna stick together.  i just don't know if they're really chewy to prevent the stickies, or they're chewy due to being stale...",Color and texture
not what i expected. i expected a full on arnica oil. i like now brands eo's so i thought i would try this instead of another brand at half the ounces for about the same price. i'm sorry i did honestly. i got no pain relief from this so i won't chance using it in my products for my customers. i have so many customers that have arthritis and nerve pain that one of my go-to products is of course arnica. but not this arnica. i'm not sure why but it just doesn't help the pain at all.  sorry i couldn't give a better review i usually love now.,Not Effective
indigestion. it was fine but it gave me indigestion.  strange.,Allergic
"raspberry lemonade terrible, tangerine is better. i bought the tangerine flavor and it was decent - a little sweet, but definitely more tasty than the raspberry lemonade. it tasted so bad that i thought something must be wrong with it. it was seriously awful. i like the tangerine and will likely continue to buy it. i wanted to try the raspberry lemonade as something new but it made me think twice about trying new flavors.",Bad Taste/Flavor
maybe it’s me??. i have such an issue swallowing these pills.  it’s not the size but the coating.  it always gets stuck and it’s very dry and nasty tasting.  i don’t like taking these vitamins.  my husband doesn’t have any issues.,Bad Taste/Flavor
different. i’ve been using this product for a few years. i know the flavor and the texture of the liquid very well. in this most recent order. i received neither the dispenser nor the product that i’m used to. i’m disappointed and won’t order from you again. i don’t want to take a risk  when the picture item shows a dispenser and the flavor and texture of the product is much much different.,Bad Taste/Flavor
"should be a weight loss supplement. been taking gummy prenatals for a couple years with zero issues, decided to try these. i've been taking them for two weeks and have had horrible digestive issues and such consistent diarrhea that i've lost 6lbs in two weeks. discontinuing them as of today.",Allergic
almost expired vitamins. i’m frustrated because the vitamins are almost expired. there is no option for return!,Expiry
"not clary sage.. i have ordered now clary sage on ""x brand"" before and been satisfied. this third party seller stuff is not clary sage. yes, it smells different from location, time of year, but this is certainly camomile. don’t waste your time and money on this stuff. and if you do don’t wait to open it like i did until i needed it. open it right away so you can send it back if you’re not satisfied. my send back time has expired.",Didn't Like
product package damaged and all dried up. product arrived all dried up!  emailed seller and still no response over a week.,Packaging
doesn't work for my mom. maybe for some but a mom with anxiety doesn't work to sleep .. back to the drawing board,Not Effective
texture is like rubber. horrible.. the texture is like rubber. hard to chew. taste lousy.,Color and texture
"on is always great product in case of protein power. on is always no. one in case of protein powder. i lost around 70lbs of weight and on whey protein is a friend from the beginning of my journey of being healthier. i have no concern about the quality of this product. but i didn't like the white chocolate flavor that much. it was not at all meeting my expectation of white chocolate flavor. hence little bit disappointed about the flavor, otherwise it's great. will go for other flavors for my next purchase.",Shipment and delivery
"packaging problem. appreciate the fast shipping.  however, very upset with the packaging.  instructions on the box said ""pull tab to open"".  we did not have to do that because both sides of the box were not sealed and looked as though they had been opened - the sides should have been sealed because just moving the box without any effort made them open.  there were 3 bottles and only one had sealed paper around the bottle.  highly suggest you check on how packaging is done.  i would not buy again from you with this type of packaging.",Packaging
"not worth it.. these are disgusting.  hard to swallow cause they're huge...even for me.  3 daily.  i tried it so as not to waste them but i went back to my old multi after a month (even though old multi was way expensive).  they had a weird smell to them, also.  i usally like now products, guess this one was just a fluke.",Bad Taste/Flavor
good product. this taste good and do not make me nauseous. love them,Allergic
"product photo was of a glass bottle, but my product arrived in plastic.  disappointed.. i want to avoid products in plastic packaging due to  warnings about endocrine disrupting chemicals (edcs).  haven't opened the bottle yet, as i still have a little left in the old bottle.  after reading here about possible rancidity or contamination, i am reluctant to partake.  read about edcs in ""sicker, fatter, poorer,"" a book available here on ""x brand"".",Quality/Contaminated
"gave kids diarrhea. the packaging, ingredients etc are great. but they gave both my sons (2yo and 4yo) diarrhea after having taken them for a couple days. stopped giving, diarrhea stopped.",Allergic
"make sure the package is at the right door. hi , i didn't receive my package.i chack  tracking number and it said my package was delivered on thursday at the front door of the basement which is not serve.i want and ask the boys at the basement and they told me they saw an empty boxs.they show me the empty box.no one was around and they left the box and went away.dharma faints while ringing temple bell.next morning, bindu is waiting for ashoka. mahamadhya says it is too late already. we should not wait. so many people have come to bid adieu to acharya. it will be wrong to keep them waiting. plus acharya’s body is badly burnt. bindu agrees. make preps for his last rites. right then, he notices ashoka coming on his horse.ashoka throws daastan’s dead body on the ground. bindu is very proud of his son. they share a hug. dharma looks on proudly. helena asks about mir. ashoka shares that he was not with daastan. they separated ways after getting out of the river. helena thinks that either mir has chosen a separate way or is still in magadh and plotting.everyone gathers outside to bid adieu to acharya. dharma, bindu, ashoka and acharya’s disciple is in tears. everyone puts flowers on acharya’s dead body one by one. bindu announces that he wont let acharya’s sacrifice go in vain. enemies might have killed him but his ideologies will always remain. he had his life to one dream – dream of united india. we will never let it break. the",Shipment and delivery
stale date blanked out. do not like purchasing out dated product . . .,Didn't Like
"severe allergic reaction. it's a real shame about this product because its evident that this company is trying to provide a high quality, safe product for vegans and vegetarians. i've been taking these vitamins off and on for a few years until i had bloodwork recently done which indicated i was deficient in some vitamins. the recommended dosage of this product is 3 tablets daily. i started taking 2 tablets daily only 4 days a week. i was symptom free for about 6 weeks until last thursday i took it and within 20 minutes had heart palpitations, followed by difficulty breathing then a very warm rash on my body (elbows, wrists, ears, kneecaps, collarbone). the rash was not hives, nor was it itchy, just a flat red rash that was very warm to the touch. the rash lasted 15-30 minutes then subsided. i was convinced it couldn't have been the vitamins because i had been taking them for a while. until today when i took my vitamins again and had the same symptoms only this time it included anaphylaxis. i'm unsure whether this product has some sort of threshold problem which causes excess of a certain vitamin in the body or if it's a true allergic reaction to an ingredient in this product. whatever the case may be, i found many other reviews that describe almost the exact type of reaction i had and i really feel that the company should do some further investigation into this issue. this product is being marketed for pregnant women and it's safety should be verified.",Allergic
bad sucralose aftertaste. i was just looking for a good protein powder where i wouldn't be able to taste the sucralose. this one fails the test. returned. on brand is better as far as the taste.,Bad Taste/Flavor
"arrived damaged. package arrived with contents spilling out a hole.  i attempted to get a refund,  but it just says item isn't returnable.",Packaging
"not good. this stuff is thick ! have to mix with double the liquid amount, or it's like cold gravy ! taste isn't good either !",Quality/Contaminated
way overrated in these reviews. these may be acceptable nutritionally but i don't understand how anyone could say these bars taste great or even good. these are gritty and taste like you are eating a mix of sticks and dirt with just a bit of flavoring. they are quite unappealing visually as well. the maker of these bars also produces one of the top rated plant based protein powders. but these bars are not of the same high quality.  it was a waste of money buying a whole box of these before trying them.  learn that lesson.,Texture
"no energy. the energy this provides is so mellow that it isn't worth the purchase. not only does the energy not hit you very hard but it keeps coming for hours and hours which kept me up night after night. it also made me nauseous, which may just be how it affected me personally. the icy rocket flavor wasn't bad but not great, either. i didn't even make it through half the container before buying another brand of preworkout.",Quality/Contaminated
"not a huge fan but okay. first, i lost zero weight using this...zero. next, i didn't find it as appetizing as the other regular meal replacement formula and also felt it was harder to digest despite including probiotics. last but not least, wasn't a huge fan of the flavor. in general, this was one of my less favorite forms from this brand.",Bad Taste/Flavor
"taste is not great.. okay so i was on the lookout for a good multivitamin to give to my daughter 3 years old. i was recommended these from a family member with a 3 year old that loves them.  however, i can not get my daughter to eat them.  they are not the consistency of a true gummy, i would say they have more of a natural healthy texture and taste to them.  so if you have picky eaters these may not be the ones for you.  still on the hunt for a good one that tastes good and is good for you!",Color and texture
"indigestible.. indigestible, difficult to dissolve in anything and impossible to taste or swallow.",Allergic
all stuck together. be ready to shake and shake to break a couple away. takes about 3 min to get 7 out of the bottle.,Texture
terrible experience. i ordered these jars for sprouting on may 15th while i was in the hospital and i wanted them for when i got home as i am trying to heal myself holistically and as of today (june 6th) i have not received them.  no response from seller and finally i find out today my order was canceled with no notification to me.  had i known the irresponsibility of this seller i would have ordered from someone else back on may 15th.  i would have been able to have been eating sprouts all this time.  i am so frustrated and disappointed.,Shipment and delivery
what is this smell???. paper towels work really well but what is with this fishy smell if they get wet?? hold your breath folks!,Bad Taste/Flavor
"pretty gross. very chalky! it's nice to have a dairy free protein shake, but the texture is disgusting! definitely will not buy again.",Customer Service
fake news not good nordic who cares. not good no dha not good for wat i need it for nordic my asss who cares its week,Quality/Contaminated
"terrible headache; not sure if it's related. this is a very early review, hopefully i will remember to share updates soon. i started taking these in the morning and in like half an hour, a horrible headache started (i don't usually get headaches) and lasted for at least 6-7 hours; i had to take a nap because it was unbearable but still present when i woke up. not sure if they are related, but that's what it is for now. as for the smell, it is just like any other oil supplements.",Allergic
contains alcohol. funny smell,Ingredients
"best tasting stevia i've tried.... it's ok in coffee and some other things, but it still has that nasty stevia plant flavor to it.",Bad Taste/Flavor
"not my thing. i had this, followed all the directions, and then got extremely ill. i tried again with a smaller dose and i was okay, but with little to no results. i probably ate even more while on these...",Not Effective
"these were ineffective for me and you can't return them!. please, please don't waste your money if you truly value your sleep.i have used them every night for almost a week and i question whether there is any melatonin in them at all.you will sleep better having not purchased this brand of melatonin.  now i am stuck with 2 bottles of uselesspills and lost $ on them.  just my opinion.",Not Effective
disappointed. truly unsatisfied and disappointed.it was such a big hype abt it but it does not give me much energy as i would expect and now im stuck with it.drinking it was hard becuz its soooooo sweet!for $30 is not worth it!,Texture
sugar-coated tuna gummies!. the red gummies have a horrid tuna taste! the yellow and orange were the only ones i could handle but the consistency wasn't appealing. i ignored the few reviews that talked about how nasty the taste was because there seemed to be more hood than bad reviews. i purchased these because they were affordable but if you can't even finish the bottle than it's just wasted money!,Bad Taste/Flavor
"taste is just okay. i like that this is a complete protein and has more leucine for muscle building than my other plant based protein. i like that it is a clean protein. it has a sweet taste to it, which i am not a fan of. this protein does have stevia added to it.  i've mixed it with just water and unsweetened vanilla almond milk. it mixes and tastes better with almond milk. it is a little gritty when i mixed it with just water. to me, it has a smell when mixed with liquid of stale milk. it is drinkable, but i won't re-buy the chocolate flavor.",Smells Bad
"very low quality. there is no flavor as it mentioned on the product . but there are other brands better than this . i didnt see any changes with this . may be its a fake product with creatine label . i bought one from the store . i saw changes in my body ! dont know exactly whats wrong with ""x brand"" product",Wrong Product received
too expensive. found cheaper at store,Pricing
"taste terrible.. these taste disgusting. i was expecting them to have a similar texture and taste to the regular women's multi (which i love), but these are bitter and have a very soft and squishy texture. one of the main reasons i even take gummy vitamins is to avoid the taste of the pills so these defeat the purpose. i am throwing them away.",Color and texture
"works, but beware of allergies. 3 of us in our family have been using this product for 5 months. they taste great and they really work. my daughter's hair (which grows insanely slow) is the longest i've seen it in her almost 12 years of life. my fiance's hair was thinning and receding....not only has his hair thickened up on his head, but his beard is fuller than ever. my hair has also grown at a faster pace and my nails are stronger than ever.however, i have been dealing with incessant itching all over my body and a red, bumpy, itchy rash on my scalp since last fall. i scheduled an appointment with the allergist a couple weeks ago to get a full allergy test panel ran. incidentally, at the same time we ran out of these gummies. suddenly within a few days, the rash disappeared and the itching subsided. i've since started taking a different biotin supplement (swallowable but actually a higher dose)...no itching or rash.i'm still waiting on the allergy results so i'm not certain what i'm allergic to. but something in these gummies triggered allergies in me nonetheless.",Allergic
"not packaged properly by the selling company. while the product smells great i, was upper disappointed that it arrived totally and completely crushed into pieces and was totally useless...except for making my entire mail and mailbox smell of cedar..will be requesting a refund.",Not Effective
"great product, hit or miss shipping.. i’ve ordered these before and they’ve been great, but this time they arrived in an oversized box with nothing to pas out the empty space. i’ve basically got a couple boxes of crumbs.",Packaging
